CLAIM_ID,POLICY_ID,CLAIMANT_ID,LOSS_DATE,REPORTED_DATE,CLAIMED_AMOUNT,CAUSE_CODE,DESCRIPTION
FC0000082,P0000025,CM000105,20AUG2023,31JAN2024,5714.48,MED,FIRE loss reported ref 716141
FC0000083,P0000259,CM000362,26NOV2022,31JAN2024,15962.40,FIRE,FIRE loss reported ref 597256
FC0000084,P0000156,CM000217,07FEB2021,31JAN2024,3268.49,LIAB,COLL loss reported ref 837790
FC0000085,P0000303,CM000145,24OCT2023,31JAN2024,1247.96,COLL,WIND loss reported ref 649454
FC0000086,P0000266,CM000136,19SEP2023,31JAN2024,4178.17,THEFT,WIND loss reported ref 365238
FC0000087,P0000069,CM000262,01DEC2023,31JAN2024,1966.05,WIND,COMP loss reported ref 708206
FC0000088,P0000063,CM000038,10NOV2023,31JAN2024,40484.26,COMP,WATER loss reported ref 478230
FC0000089,P0000263,CM000078,20AUG2023,31JAN2024,49000.00,WIND,LIAB loss reported ref 503549
FC0000090,P0000285,CM000347,24DEC2023,31JAN2024,76146.45,WATER,LIAB loss reported ref 104014
FC0000091,P0000044,CM000325,01JAN2024,31JAN2024,855.15,COLL,WIND loss reported ref 371839
FC0000092,P0000035,CM000342,05AUG2023,31JAN2024,14198.84,COLL,WIND loss reported ref 345264
FC0000093,P0000001,CM000392,03SEP2023,31JAN2024,9667.54,LIAB,FIRE loss reported ref 799662
FC0000094,P0000035,CM000030,05NOV2023,31JAN2024,8769.25,FIRE,THEFT loss reported ref 498248
FC0000095,PX000095,CM000279,07JAN2024,31JAN2024,18360.88,THEFT,WIND loss reported ref 669568
FC0000096,P0000106,CM000078,22DEC2023,31JAN2024,5208.00,COLL,THEFT loss reported ref 420991
FC0000097,P0000026,CM000143,25SEP2023,31JAN2024,48000.00,OTHER,FIRE loss reported ref 599968
FC0000098,P0000306,CM000239,09JAN2024,31JAN2024,106238.31,WATER,THEFT loss reported ref 428742
FC0000099,P0000146,CM000162,07JAN2024,31JAN2024,294414.00,COMP,MED loss reported ref 137748
FC0000100,P0000292,CM000320,07JAN2024,31JAN2024,48000.00,LIAB,OTHER loss reported ref 925344
FC0000101,P0000081,CM000081,25JAN2024,31JAN2024,4802.97,LIAB,FIRE loss reported ref 573620
FC0000102,P0000016,CM000382,21NOV2023,31JAN2024,49000.00,COMP,OTHER loss reported ref 449225
FC0000103,P0000125,CM000393,07AUG2023,31JAN2024,3482.05,LIAB,LIAB loss reported ref 537392
FC0000104,P0000118,CM000268,27NOV2023,31JAN2024,4908.06,COLL,LIAB loss reported ref 116069
FC0000105,P0000190,CM000292,25OCT2023,31JAN2024,48000.00,WIND,LIAB loss reported ref 812183
FC0000106,P0000258,CM000075,14DEC2023,31JAN2024,88350.74,COLL,OTHER loss reported ref 480364
FC0000107,P0000186,CM000121,24OCT2023,31JAN2024,210381.61,OTHER,WATER loss reported ref 323100
FC0000108,P0000160,CM000285,01OCT2023,31JAN2024,4350.46,WIND,LIAB loss reported ref 656072
FC0000109,P0000301,CM000108,07NOV2023,31JAN2024,14202.36,MED,FIRE loss reported ref 179444
FC0000110,P0000044,CM000326,31JAN2024,31JAN2024,49000.00,THEFT,WATER loss reported ref 762494
FC0000111,PX000111,CM000262,29DEC2023,31JAN2024,10056.28,FIRE,FIRE loss reported ref 614936
FC0000112,P0000038,CM000254,31OCT2023,31JAN2024,873.61,LIAB,WATER loss reported ref 600984
FC0000113,P0000190,CM000269,24OCT2023,31JAN2024,8770.00,LIAB,FIRE loss reported ref 338225
FC0000114,P0000098,CM000349,25DEC2023,31JAN2024,333057.27,MED,COLL loss reported ref 107274
FC0000115,P0000069,CM000327,02FEB2021,31JAN2024,11390.89,FIRE,MED loss reported ref 868099
FC0000116,P0000270,CM000053,07DEC2023,31JAN2024,270623.75,WATER,COMP loss reported ref 336475
FC0000117,P0000216,CM000102,26AUG2023,31JAN2024,48000.00,MED,THEFT loss reported ref 977698
FC0000118,P0000242,CM000238,20AUG2023,31JAN2024,49000.00,MED,FIRE loss reported ref 652467
FC0000119,P0000082,CM000372,08OCT2023,31JAN2024,12895.90,WATER,WIND loss reported ref 360140
FC0000120,P0000101,CM000005,26AUG2023,31JAN2024,68244.06,WIND,FIRE loss reported ref 753792
FC0000121,P0000053,CM000322,17JUN2020,31JAN2024,16780.01,MED,COLL loss reported ref 931522
FC0000122,P0000081,CM000082,24NOV2023,31JAN2024,2969.85,THEFT,FIRE loss reported ref 819176
FC0000123,P0000012,CM000187,10JAN2024,31JAN2024,24573.70,WIND,MED loss reported ref 182911
FC0000124,P0000217,CM000251,12AUG2021,31JAN2024,19611.49,COMP,OTHER loss reported ref 451552
FC0000125,P0000247,CM000017,11SEP2023,31JAN2024,148912.42,LIAB,MED loss reported ref 295715
FC0000126,P0000083,CM000078,22NOV2023,31JAN2024,49000.00,MED,WIND loss reported ref 779469
FC0000127,P0000018,CM000301,11DEC2023,31JAN2024,41981.51,MED,FIRE loss reported ref 346610
FC0000128,P0000271,CM000357,17JAN2024,31JAN2024,19954.87,LIAB,LIAB loss reported ref 139672
FC0000129,P0000107,CM000392,07JAN2024,31JAN2024,49000.00,COMP,COMP loss reported ref 870900
FC0000130,PX000130,CM000079,16DEC2023,31JAN2024,4250.09,LIAB,COLL loss reported ref 239198
FC0000131,P0000188,CM000364,24OCT2023,31JAN2024,49000.00,MED,COLL loss reported ref 334775
FC0000132,P0000285,CM000159,06NOV2023,31JAN2024,1040.17,WIND,WATER loss reported ref 586620
FC0000133,P0000212,CM000274,27AUG2022,31JAN2024,6978.90,LIAB,LIAB loss reported ref 912157
FC0000134,P0000054,CM000303,18AUG2023,31JAN2024,4792.79,COLL,FIRE loss reported ref 949859
FC0000135,P0000309,CM000109,26OCT2023,31JAN2024,49000.00,MED,WIND loss reported ref 888765
FC0000136,P0000206,CM000065,25JAN2024,31JAN2024,1977.74,LIAB,WIND loss reported ref 615387
FC0000137,P0000059,CM000341,29DEC2023,31JAN2024,11931.53,FIRE,WIND loss reported ref 310065
FC0000138,P0000146,CM000006,17OCT2023,31JAN2024,562113.94,WIND,THEFT loss reported ref 211533
FC0000139,P0000069,CM000299,18DEC2023,31JAN2024,5609.70,THEFT,COMP loss reported ref 723440
FC0000140,P0000289,CM000031,17MAY2020,31JAN2024,5469.27,WATER,FIRE loss reported ref 557231
FC0000141,P0000067,CM000094,12NOV2022,31JAN2024,2939.39,FIRE,WATER loss reported ref 211413
FC0000142,P0000172,CM000138,28AUG2023,31JAN2024,50818.43,COLL,MED loss reported ref 607689
FC0000143,P0000218,CM000286,21DEC2023,31JAN2024,49000.00,OTHER,COMP loss reported ref 528652
FC0000144,P0000191,CM000368,29NOV2022,31JAN2024,18663.61,MED,WATER loss reported ref 437687
FC0000145,PX000145,CM000166,22DEC2023,31JAN2024,12623.76,OTHER,FIRE loss reported ref 572535
FC0000146,P0000187,CM000354,31OCT2023,31JAN2024,2860.00,COMP,COMP loss reported ref 155790
FC0000147,P0000254,CM000085,05JAN2024,31JAN2024,3335.87,OTHER,THEFT loss reported ref 147901
FC0000148,P0000173,CM000389,03DEC2023,31JAN2024,27698.43,MED,COMP loss reported ref 493613
FC0000149,P0000206,CM000006,17OCT2023,31JAN2024,16386.61,COLL,THEFT loss reported ref 164342
FC0000150,P0000026,CM000363,10AUG2023,31JAN2024,3038.63,COMP,FIRE loss reported ref 750124
FC0000151,P0000140,CM000030,28DEC2023,31JAN2024,352732.69,THEFT,COMP loss reported ref 326155
FC0000152,P0000180,CM000063,08OCT2023,31JAN2024,1940.91,COMP,COMP loss reported ref 497569
FC0000153,P0000056,CM000349,23SEP2021,31JAN2024,3749.43,WIND,OTHER loss reported ref 478791
FC0000154,P0000026,CM000371,11NOV2023,31JAN2024,24706.45,COLL,OTHER loss reported ref 917039
FC0000155,P0000011,CM000047,21NOV2023,31JAN2024,31442.94,COMP,COMP loss reported ref 413507
FC0000156,P0000266,CM000014,26AUG2023,31JAN2024,1713.90,THEFT,THEFT loss reported ref 941024
FC0000157,P0000030,CM000083,31JAN2024,31JAN2024,39863.92,COMP,WATER loss reported ref 527707
FC0000158,P0000001,CM000184,24NOV2023,31JAN2024,48000.00,WIND,WATER loss reported ref 806948
FC0000159,P0000001,CM000368,14SEP2023,31JAN2024,4228.40,WIND,WIND loss reported ref 211761
FC0000160,P0000055,CM000254,01SEP2023,31JAN2024,4253.82,OTHER,WIND loss reported ref 625994
FC0000161,P0000187,CM000338,21DEC2023,31JAN2024,26614.68,OTHER,WATER loss reported ref 646904
FC0000162,P0000180,CM000288,24JAN2024,31JAN2024,7051.10,COMP,COMP loss reported ref 212062
FC0000163,P0000025,CM000337,12JAN2024,31JAN2024,859.08,WATER,OTHER loss reported ref 267514
FC0000164,P0000126,CM000324,29DEC2023,31JAN2024,154322.45,FIRE,MED loss reported ref 862496
FC0000165,P0000124,CM000240,04SEP2022,31JAN2024,3277.21,WATER,WATER loss reported ref 513840
FC0000166,P0000066,CM000280,31JAN2024,31JAN2024,12262.21,FIRE,COLL loss reported ref 321978
FC0000167,P0000225,CM000051,11DEC2023,31JAN2024,48000.00,MED,THEFT loss reported ref 423635
FC0000168,PX000168,CM000218,29JAN2024,31JAN2024,10329.53,LIAB,LIAB loss reported ref 718247
FC0000169,P0000287,CM000058,24JAN2023,31JAN2024,8134.40,COMP,OTHER loss reported ref 818730
FC0000170,P0000068,CM000396,08NOV2023,31JAN2024,49000.00,WATER,COLL loss reported ref 854613
FC0000171,P0000212,CM000233,12OCT2023,31JAN2024,23026.71,WATER,COMP loss reported ref 102955
FC0000172,P0000196,CM000086,18AUG2020,31JAN2024,13706.63,OTHER,COLL loss reported ref 435156
FC0000173,P0000124,CM000046,31AUG2023,31JAN2024,33851.86,THEFT,WATER loss reported ref 816429
FC0000174,P0000165,CM000383,28JAN2024,31JAN2024,325706.68,WIND,THEFT loss reported ref 661984
FC0000175,P0000268,CM000226,14FEB2023,31JAN2024,8166.54,COMP,MED loss reported ref 863294
FC0000176,P0000135,CM000248,30SEP2023,31JAN2024,48000.00,COMP,COLL loss reported ref 923330
FC0000177,P0000191,CM000027,18JAN2024,31JAN2024,39627.60,COLL,COLL loss reported ref 549044
FC0000178,P0000074,CM000088,19JAN2024,31JAN2024,20908.00,WIND,THEFT loss reported ref 994407
FC0000179,P0000308,CM000212,01SEP2023,31JAN2024,7590.97,LIAB,FIRE loss reported ref 895823
FC0000180,P0000012,CM000031,17NOV2023,31JAN2024,26921.02,WIND,COMP loss reported ref 889632
FC0000181,P0000209,CM000060,30NOV2023,31JAN2024,1229223.89,FIRE,COMP loss reported ref 832659
FC0000182,P0000316,CM000395,02OCT2023,31JAN2024,16051.67,THEFT,MED loss reported ref 650562
FC0000183,P0000263,CM000189,20JAN2024,31JAN2024,2995651.03,WATER,WATER loss reported ref 470869
FC0000184,P0000303,CM000098,24OCT2023,31JAN2024,4260.14,COLL,WATER loss reported ref 341310
FC0000185,P0000104,CM000006,24SEP2021,31JAN2024,13148.25,COLL,LIAB loss reported ref 865731
FC0000186,P0000049,CM000257,12SEP2023,31JAN2024,30688.52,MED,OTHER loss reported ref 726519
FC0000187,P0000197,CM000162,31JAN2024,31JAN2024,30911.23,COMP,OTHER loss reported ref 706634
FC0000188,P0000254,CM000257,28NOV2023,31JAN2024,20251.85,THEFT,WIND loss reported ref 101026
FC0000189,P0000252,CM000027,26SEP2023,31JAN2024,49000.00,THEFT,COMP loss reported ref 436692
FC0000190,P0000196,CM000228,17AUG2023,31JAN2024,16691.82,THEFT,FIRE loss reported ref 468076
FC0000191,P0000018,CM000273,30JAN2024,31JAN2024,172761.17,COMP,WIND loss reported ref 729803
FC0000192,P0000187,CM000269,27SEP2023,31JAN2024,7685.94,COMP,THEFT loss reported ref 611791
FC0000193,P0000024,CM000257,08DEC2023,31JAN2024,224607.10,FIRE,COMP loss reported ref 901247
FC0000194,P0000160,CM000085,24NOV2023,31JAN2024,32396.61,LIAB,COLL loss reported ref 690450
FC0000195,P0000068,CM000291,02OCT2021,31JAN2024,5495.48,FIRE,WATER loss reported ref 287955
FC0000196,P0000125,CM000134,26AUG2023,31JAN2024,49000.00,THEFT,OTHER loss reported ref 428637
FC0000197,P0000219,CM000199,10DEC2023,31JAN2024,49000.00,WATER,WATER loss reported ref 196289
FC0000198,PX000198,CM000097,25DEC2023,31JAN2024,6069.10,WATER,WATER loss reported ref 781592
FC0000199,P0000184,CM000214,22AUG2023,31JAN2024,5501518.01,COMP,MED loss reported ref 338487
FC0000200,P0000138,CM000366,09DEC2023,31JAN2024,48000.00,THEFT,MED loss reported ref 981203
FC0000201,P0000060,CM000169,03DEC2023,31JAN2024,2160.67,MED,LIAB loss reported ref 432785
FC0000202,P0000125,CM000302,16SEP2023,31JAN2024,1031.27,COLL,WATER loss reported ref 630923
FC0000203,P0000314,CM000307,12OCT2023,31JAN2024,35401.69,THEFT,THEFT loss reported ref 217923
FC0000204,P0000135,CM000392,08DEC2023,31JAN2024,15703.13,OTHER,OTHER loss reported ref 661568
FC0000205,P0000070,CM000157,14JAN2024,31JAN2024,45012.42,THEFT,MED loss reported ref 350339
FC0000206,P0000105,CM000368,24FEB2021,31JAN2024,914.78,COMP,MED loss reported ref 399426
FC0000207,P0000012,CM000110,07NOV2020,31JAN2024,10126.15,LIAB,WIND loss reported ref 350223
FC0000208,P0000125,CM000089,05AUG2023,31JAN2024,2486.63,MED,OTHER loss reported ref 538823
FC0000209,P0000219,CM000393,15DEC2023,31JAN2024,24070.74,MED,FIRE loss reported ref 769506
FC0000210,P0000189,CM000365,15NOV2023,31JAN2024,47761.36,THEFT,OTHER loss reported ref 466447
FC0000211,P0000100,CM000100,30JUL2022,31JAN2024,15712.48,OTHER,MED loss reported ref 134998
FC0000212,P0000316,CM000276,08DEC2023,31JAN2024,17958.74,FIRE,WATER loss reported ref 942295
FC0000213,P0000164,CM000166,27SEP2023,31JAN2024,3643.20,LIAB,OTHER loss reported ref 987765
FC0000214,P0000316,CM000060,26JAN2024,31JAN2024,188.20,COLL,FIRE loss reported ref 570908
FC0000215,P0000040,CM000091,24DEC2023,31JAN2024,30422.80,LIAB,FIRE loss reported ref 747272
FC0000216,P0000035,CM000239,22SEP2023,31JAN2024,2208.65,FIRE,LIAB loss reported ref 734088
FC0000217,P0000197,CM000192,18DEC2023,31JAN2024,4246.56,FIRE,WATER loss reported ref 787667
FC0000218,P0000180,CM000242,27MAR2021,31JAN2024,10609.96,WATER,COMP loss reported ref 637773
FC0000219,P0000305,CM000190,27OCT2023,31JAN2024,305900.43,COLL,MED loss reported ref 588143
FC0000220,P0000217,CM000112,30SEP2023,31JAN2024,49000.00,WATER,OTHER loss reported ref 303153
FC0000221,P0000098,CM000035,21OCT2023,31JAN2024,49000.00,THEFT,MED loss reported ref 368646
FC0000222,P0000070,CM000114,21SEP2023,31JAN2024,309625.02,WIND,WIND loss reported ref 305999
FC0000223,P0000003,CM000005,15OCT2023,31JAN2024,99082.46,COMP,FIRE loss reported ref 736338
FC0000224,P0000153,CM000025,11DEC2023,31JAN2024,2223.36,THEFT,OTHER loss reported ref 311764
FC0000225,P0000168,CM000244,24AUG2023,31JAN2024,186556.11,MED,FIRE loss reported ref 406354
FC0000226,PX000226,CM000143,31DEC2023,31JAN2024,6656.07,COMP,OTHER loss reported ref 226661
FC0000227,P0000221,CM000139,24MAY2020,31JAN2024,5877.32,WATER,WATER loss reported ref 735604
FC0000228,P0000214,CM000255,12OCT2023,31JAN2024,49000.00,COMP,FIRE loss reported ref 660228
FC0000229,P0000299,CM000222,27OCT2023,31JAN2024,2831.55,WATER,THEFT loss reported ref 678568
FC0000230,P0000038,CM000390,21JAN2024,31JAN2024,392662.30,FIRE,COLL loss reported ref 213692
FC0000231,P0000230,CM000124,14AUG2023,31JAN2024,4165.41,LIAB,WATER loss reported ref 408161
FC0000232,P0000050,CM000379,11NOV2023,31JAN2024,48000.00,COMP,FIRE loss reported ref 686392
FC0000233,P0000096,CM000324,16JAN2024,31JAN2024,82660.60,LIAB,WATER loss reported ref 893889
FC0000234,P0000146,CM000141,30APR2022,31JAN2024,6841.74,COLL,WIND loss reported ref 299210
FC0000235,P0000274,CM000308,10SEP2023,31JAN2024,15204.93,COMP,COMP loss reported ref 672138
FC0000236,P0000230,CM000385,08SEP2023,31JAN2024,268579.57,MED,FIRE loss reported ref 391685
FC0000237,P0000026,CM000315,31OCT2023,31JAN2024,13193.14,WATER,LIAB loss reported ref 949715
FC0000238,P0000301,CM000104,01SEP2023,31JAN2024,3541.71,THEFT,COMP loss reported ref 588679
FC0000239,P0000153,CM000247,24OCT2023,31JAN2024,45033.76,COLL,THEFT loss reported ref 382765
FC0000240,P0000066,CM000243,20SEP2023,31JAN2024,13918.47,WATER,WATER loss reported ref 645044
FC0000241,P0000267,CM000122,02OCT2023,31JAN2024,6265.38,COMP,THEFT loss reported ref 906842
FC0000242,P0000101,CM000082,06SEP2023,31JAN2024,29648.12,THEFT,LIAB loss reported ref 213385
FC0000243,P0000072,CM000287,08NOV2023,31JAN2024,49000.00,COMP,OTHER loss reported ref 831558
FC0000244,P0000040,CM000306,04NOV2023,31JAN2024,142614.61,WIND,WIND loss reported ref 757570
FC0000245,P0000011,CM000300,21AUG2023,31JAN2024,1286.28,MED,FIRE loss reported ref 300060
FC0000246,P0000003,CM000234,04AUG2023,31JAN2024,3746.31,WATER,WATER loss reported ref 183003
FC0000247,P0000225,CM000032,20JAN2024,31JAN2024,1106.52,MED,THEFT loss reported ref 227947
FC0000248,P0000273,CM000126,29NOV2022,31JAN2024,3307.00,THEFT,WIND loss reported ref 633460
FC0000249,P0000268,CM000170,16AUG2023,31JAN2024,270322.58,WIND,WATER loss reported ref 934702
FC0000250,P0000180,CM000112,31OCT2023,31JAN2024,11300.28,MED,OTHER loss reported ref 312574
FC0000251,PX000251,CM000340,17JAN2024,31JAN2024,16262.76,LIAB,THEFT loss reported ref 984446
FC0000252,P0000059,CM000314,27DEC2023,31JAN2024,82142.94,COLL,COLL loss reported ref 270265
FC0000253,P0000036,CM000392,17DEC2023,31JAN2024,36010.29,WATER,THEFT loss reported ref 197900
FC0000254,P0000045,CM000116,23JAN2022,31JAN2024,17750.88,MED,MED loss reported ref 713857
FC0000255,P0000036,CM000158,10NOV2023,31JAN2024,15087.96,COLL,THEFT loss reported ref 174958
FC0000256,P0000289,CM000195,02DEC2023,31JAN2024,37647.10,COLL,WATER loss reported ref 313668
FC0000257,P0000082,CM000193,28AUG2023,31JAN2024,1517.77,OTHER,LIAB loss reported ref 798916
FC0000258,P0000003,CM000296,14NOV2023,31JAN2024,801.64,OTHER,WATER loss reported ref 825097
FC0000259,P0000147,CM000257,21APR2023,31JAN2024,3777.49,MED,WIND loss reported ref 973079
FC0000260,P0000009,CM000106,29SEP2021,31JAN2024,9851.80,THEFT,WATER loss reported ref 529498
