mapping,transformation,port,informatica_code,xml_line,pyspark_code_or_ref,confidence,reason
m_demo_mapping2,demo_target1_UPD,START_DATE,unconnected target port,93,m_demo_mapping2.py:173,NOT MIGRATED,XML has no connector; output is NULL.
m_demo_mapping2,demo_target1_UPD,END_DATE,unconnected target port,94,m_demo_mapping2.py:174,NOT MIGRATED,XML has no connector; output is NULL.
m_demo_mapping2,LKPTRANS,BRANCH_CO_MNE1,dead lookup output,268,not emitted,NOT MIGRATED,It reaches EXPTRANS and RTRTRANS but no target consumes it.
m_demo_mapping2,LKPTRANS,MIS_DATE1,dead lookup output,269,not emitted,NOT MIGRATED,It reaches EXPTRANS and RTRTRANS but no target consumes it.
m_demo_mapping2,LKPTRANS,DESCRIPTION1,dead lookup output,271,not emitted,NOT MIGRATED,It reaches EXPTRANS and RTRTRANS but no target consumes it.
m_demo_mapping2,LKPTRANS,SHORT_NAME1,dead lookup output,272,not emitted,NOT MIGRATED,It reaches EXPTRANS and RTRTRANS but no target consumes it.
m_demo_mapping2,LKPTRANS,ID,unconnected lookup output,270,not emitted,NOT MIGRATED,The LOOKUP/OUTPUT port has no connector and is never read.
m_demo_mapping2,LKPTRANS,CREATED_BY,unconnected lookup output,273,not emitted,NOT MIGRATED,The LOOKUP/OUTPUT port has no connector and is never read.
m_demo_mapping2,LKPTRANS,CREATED_TIME,unconnected lookup output,274,not emitted,NOT MIGRATED,The LOOKUP/OUTPUT port has no connector and is never read.
m_demo_mapping2,LKPTRANS,UPDATED_BY,unconnected lookup output,275,not emitted,NOT MIGRATED,The LOOKUP/OUTPUT port has no connector and is never read.
m_demo_mapping2,LKPTRANS,UPDATED_TIME,unconnected lookup output,276,not emitted,NOT MIGRATED,The LOOKUP/OUTPUT port has no connector and is never read.
m_demo_mapping2,LKPTRANS,ACTIVE_FLAG,unconnected lookup output,277,not emitted,NOT MIGRATED,The LOOKUP/OUTPUT port has no connector and is never read.
m_demo_mapping2,LKPTRANS,START_DATE,unconnected lookup output,278,not emitted,NOT MIGRATED,The LOOKUP/OUTPUT port has no connector and is never read.
m_demo_mapping2,LKPTRANS,END_DATE,unconnected lookup output,279,not emitted,NOT MIGRATED,The LOOKUP/OUTPUT port has no connector and is never read.
m_demo_mapping2,RTRTRANS,LEAD_CO_MNE3,DEFAULT1 port,245,not emitted,NOT MIGRATED,DEFAULT1 is unconnected; UPDTRANS same-named input is fed by Update connectors 411-423.
m_demo_mapping2,RTRTRANS,BRANCH_CO_MNE3,DEFAULT1 port,246,not emitted,NOT MIGRATED,DEFAULT1 is unconnected; name matching would misroute this port.
m_demo_mapping2,RTRTRANS,MIS_DATE3,DEFAULT1 port,247,not emitted,NOT MIGRATED,DEFAULT1 is unconnected.
m_demo_mapping2,RTRTRANS,ID2,DEFAULT1 port,248,not emitted,NOT MIGRATED,DEFAULT1 is unconnected.
m_demo_mapping2,RTRTRANS,DESCRIPTION3,DEFAULT1 port,249,not emitted,NOT MIGRATED,DEFAULT1 is unconnected.
m_demo_mapping2,RTRTRANS,SHORT_NAME3,DEFAULT1 port,250,not emitted,NOT MIGRATED,DEFAULT1 is unconnected.
m_demo_mapping2,RTRTRANS,LEAD_CO_MNE12,DEFAULT1 port,251,not emitted,NOT MIGRATED,DEFAULT1 is unconnected.
m_demo_mapping2,RTRTRANS,BRANCH_CO_MNE12,DEFAULT1 port,252,not emitted,NOT MIGRATED,DEFAULT1 is unconnected.
m_demo_mapping2,RTRTRANS,MIS_DATE12,DEFAULT1 port,253,not emitted,NOT MIGRATED,DEFAULT1 is unconnected.
m_demo_mapping2,RTRTRANS,DESCRIPTION12,DEFAULT1 port,254,not emitted,NOT MIGRATED,DEFAULT1 is unconnected.
m_demo_mapping2,RTRTRANS,SHORT_NAME12,DEFAULT1 port,255,not emitted,NOT MIGRATED,DEFAULT1 is unconnected.
m_demo_mapping2,RTRTRANS,New_Flag2,DEFAULT1 port,256,not emitted,NOT MIGRATED,DEFAULT1 is unconnected.
m_demo_mapping2,RTRTRANS,Changed_Flag2,DEFAULT1 port,257,not emitted,NOT MIGRATED,DEFAULT1 is unconnected.
m_demo_mapping2,RTRTRANS,o_CREATED_BY2,DEFAULT1 port,258,not emitted,NOT MIGRATED,DEFAULT1 is unconnected.
m_demo_mapping2,RTRTRANS,o_CREATED_TIME2,DEFAULT1 port,259,not emitted,NOT MIGRATED,DEFAULT1 is unconnected.
m_demo_mapping2,RTRTRANS,o_UPDATED_BY2,DEFAULT1 port,260,not emitted,NOT MIGRATED,DEFAULT1 is unconnected.
m_demo_mapping2,RTRTRANS,o_UPDATED_TIME2,DEFAULT1 port,261,not emitted,NOT MIGRATED,DEFAULT1 is unconnected.
m_demo_mapping2,RTRTRANS,Key2,DEFAULT1 port,262,not emitted,NOT MIGRATED,DEFAULT1 is unconnected.
